Matricule;Établissement;Nom;Prénom;Sexe;Date de naissance;Nationalité;Titre de séjour;Date d'entrée;Date de sortie;Type de contrat;Statut;Service;Emploi;Temps de travail;Salaire mensuel brut;Coefficient;Absence longue en cours;Mandat;Bénéficiaire obligation emploi;Observations
M052224;Centre de services clients;FEVRIER;Victor;H;20/02/1976;Française;;24/12/2005;;CDI;Employé;Conformité;Conseiller(ère) clientèle professionnels;Temps plein;3279,57;B;;;;
M052225;Siège;FIALON;Vincent;H;23/07/1993;Française;;07/07/2023;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5230,07;J;;;;
M052226;Agence Nord;FICHOT;Xavier;H;26/12/1965;Française;;18/02/1996;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6215,70;K;;;;
M052227;Agence Sud;FILLON;Yann;H;01/05/1982;Française;;01/09/2014;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;3725,48;F;;;;
M052228;Agence Est;FIRMIN;Yves;H;04/10/1999;Française;;12/04/2024;;CDI;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;3170,74;F;;;;
M052229;Agence Ouest;FLAMANT;Maryse;F;07/03/1971;Française;;23/11/1992;;CDI;Employé;Marketing;Opérateur(rice) de saisie;Temps plein;3235,42;C;;;;
M052230;Centre de services clients;FLEURY;Mathilde;F;10/08/1988;Française;;06/06/2010;;CDI;Employé;Finance;Chargé(e) de clientèle à distance;70 %;2808,44;D;;;;
M052231;Siège;FLOCH;Maud;F;13/01/1960;Française;;17/01/1986;;CDI;Employé;Réseau;Chargé(e) d’accueil;Temps plein;3478,08;A;;;;
M052232;Agence Nord;FOLLET;Mélanie;F;16/06/1977;Française;;28/08/2001;;CDI;Employé;Back-office;Conseiller(ère) clientèle particuliers;Temps plein;3129,43;B;;;;
M052233;Agence Sud;FONTAN;Micheline;F;19/11/1994;Française;;11/03/2019;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5103,64;J;;;;
M052234;Agence Est;FORESTIER;Mireille;F;22/04/1966;Française;;22/10/1992;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;6513,78;K;;;;
M052235;Agence Ouest;FORT;Monique;F;25/09/1983;Française;;05/05/2010;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;4063,16;F;;;;
M052236;Centre de services clients;FOSSE;Muriel;F;28/02/2000;Française;;16/12/2024;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;3388,39;F;;;;
M052237;Siège;FOUCAULT;André;H;03/07/1972;Portugaise;;27/07/2001;;CDI;Employé;Juridique;Assistant(e) commercial(e);Temps plein;2987,25;C;;;;
M052238;Agence Nord;FOUGERE;Anthony;H;06/12/1989;Espagnole;;10/02/2019;;CDI;Employé;Contrôle interne;Opérateur(rice) de saisie;Temps plein;2541,19;D;;;;
M052239;Agence Sud;FOULON;Antoine;H;09/05/1961;Italienne;;21/09/1992;;CDI;Employé;Marketing;Chargé(e) de clientèle à distance;Temps plein;3317,78;A;;;;
M052240;Agence Est;FOURNIER;Armand;H;12/10/1978;Marocaine;Carte de résident;04/04/2010;;CDI;Employé;Finance;Chargé(e) d’accueil;Temps plein;2871,72;B;;;;
M052241;Agence Ouest;FRADIN;Arnaud;H;15/03/1995;Algérienne;Carte de séjour pluriannuelle;15/11/2024;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;4905,38;J;;;;
M052242;Centre de services clients;FRAISSE;Arthur;H;18/08/1967;Tunisienne;Carte de séjour pluriannuelle;26/06/1988;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;4860,02;G;;;;
M052243;Siège;FRANCK;Olivia;F;21/01/1984;Roumaine;;09/01/2006;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;3812,57;E;;;;
M052244;Agence Nord;FREMY;Pascale;F;24/06/2001;Allemande;;20/08/2024;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;2289,89;B;;;;
M052245;Agence Sud;FRESNEL;Patricia;F;27/11/1973;Belge;;03/03/1997;;CDI;Employé;Ressources humaines;Chargé(e) de recouvrement amiable;Temps plein;3312,87;C;;;;
M052246;Agence Est;FREY;Paule;F;02/04/1990;Sénégalaise;Carte de résident;14/10/2015;;CDI;Employé;Systèmes d’information;Assistant(e) commercial(e);Temps plein;2885,88;D;;;;
M052247;Agence Ouest;FRIN;Pauline;F;05/09/1962;Ivoirienne;Carte de séjour pluriannuelle;25/05/1988;;CDI;Employé;Juridique;Opérateur(rice) de saisie;50 %;3633,86;A;;;;
M052248;Centre de services clients;FROMENT;Perrine;F;08/02/1979;Comorienne;Carte de séjour pluriannuelle;08/12/2006;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5446,89;I;;;;
M052249;Siège;FUCHS;Priscille;F;11/07/1996;Malienne;Carte de résident;19/07/2024;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;4578,46;J;;;;
M052250;Agence Nord;GABORIEAU;Rachel;F;14/12/1968;Turque;Carte de séjour pluriannuelle;02/02/1997;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;4214,03;G;;;;
M052251;Agence Sud;GACHON;Cédric;H;17/05/1985;Polonaise;;13/09/2015;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;3513,57;E;;;;
M052252;Agence Est;GADEAU;Charles;H;20/10/2002;Camerounaise;Carte de résident;24/04/2024;;CDI;Employé;Back-office;Gestionnaire back-office;Temps plein;2527,34;B;;;;
M052253;Agence Ouest;GAGNAIRE;Christian;H;23/03/1974;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2006;;CDI;Employé;Crédit;Gestionnaire des moyens de paiement;Temps plein;3059,40;C;;;;
M052254;Centre de services clients;GAILLARD;Christophe;H;26/08/1991;Haïtienne;Carte de séjour pluriannuelle;18/06/2024;24/10/2025;CDD accroissement;Employé;Conformité;Chargé(e) de recouvrement amiable;Temps plein;2613,34;D;;;;
M052255;Siège;GALIBERT;Claude;H;01/01/1963;Française;;01/01/1986;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);Temps plein;3688,80;A;;;;
M052256;Agence Nord;GALLIEN;Clément;H;04/06/1980;Française;;12/08/2002;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6229,56;I;;;;
M052257;Agence Sud;GAMBIER;Sandra;F;07/11/1997;Française;;23/03/2020;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5125,00;J;;;;
M052258;Agence Est;GANDON;Sarah;F;10/04/1969;Française;;06/10/1993;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;4701,37;G;;;;
M052259;Agence Ouest;GARCIA;Séverine;F;13/09/1986;Française;;17/05/2011;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;3373,02;E;;;;
M052260;Centre de services clients;GARDET;Sibylle;F;16/02/2003;Française;;28/12/2024;;CDI;Employé;Finance;Conseiller(ère) clientèle professionnels;Temps plein;2292,89;B;;;;
M052261;Siège;GARNIER;Solange;F;19/07/1975;Française;;11/07/2002;;CDI;Employé;Réseau;Gestionnaire back-office;Temps plein;2910,32;C;;;;
M052262;Agence Nord;GAROT;Sophie;F;22/12/1992;Française;;22/02/2020;;CDI;Employé;Back-office;Gestionnaire des moyens de paiement;Temps plein;2483,33;D;;;;
M052263;Agence Sud;GASNIER;Stéphanie;F;25/05/1964;Française;;05/09/1993;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3231,31;A;;;;
M052264;Agence Est;GASTAUD;Suzanne;F;28/10/1981;Française;;16/04/2011;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5401,72;I;;;;
M052265;Agence Ouest;GATIEN;Dominique;H;03/03/1998;Française;;27/11/2024;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;3546,58;F;;;;
M052266;Centre de services clients;GAUDET;Édouard;H;06/08/1970;Française;;10/06/2002;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;4131,88;F;;;;
M052267;Siège;GAUTHIER;Émile;H;09/01/1987;Française;;21/01/2020;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;2502,54;A;;;Oui;
M052268;Agence Nord;GAUVAIN;Emmanuel;H;12/06/2004;Française;;04/08/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle particuliers;Temps plein;2735,34;B;;;;
M052269;Agence Sud;GAY;Éric;H;15/11/1976;Française;;15/03/1998;;CDI;Employé;Marketing;Conseiller(ère) clientèle professionnels;Temps plein;3484,76;C;;;;
M052270;Agence Est;GAZAN;Ernest;H;18/04/1993;Française;;26/10/2016;;CDI;Employé;Finance;Gestionnaire back-office;Temps plein;3038,70;D;;;;
M052271;Agence Ouest;GENDRE;Victoire;F;21/09/1965;Française;;09/05/1989;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;6336,69;H;;;;
M052272;Centre de services clients;GENET;Violaine;F;24/02/1982;Française;;20/12/2007;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5468,26;I;;;;
M052273;Siège;GENTIL;Virginie;F;27/07/1999;Française;;03/07/2024;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;3275,46;F;;;;
M052274;Agence Nord;GEOFFROY;Zoé;F;02/12/1971;Française;;14/02/1998;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3973,65;F;;;;
M052275;Agence Sud;GERARD;Adélaïde;F;05/05/1988;Française;;25/09/2016;;CDI;Employé;Ressources humaines;Chargé(e) de clientèle à distance;Temps plein;2666,77;A;;;;
M052276;Agence Est;GERBER;Agnès;F;08/10/1960;Française;;08/04/1989;;CDI;Employé;Systèmes d’information;Chargé(e) d’accueil;Temps plein;3414,75;B;;;;
M052277;Agence Ouest;GERMAIN;Aline;F;11/03/1977;Française;;19/11/2007;;CDI;Employé;Juridique;Conseiller(ère) clientèle particuliers;Temps plein;2987,77;C;;;;
M052278;Centre de services clients;GERVAIS;Alizée;F;14/08/1994;Française;;02/06/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle professionnels;Temps plein;2586,89;D;;;;
M052279;Siège;GIBERT;Frédéric;H;17/01/1966;Portugaise;;13/01/1998;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6469,32;H;;;;
M052280;Agence Nord;GILET;Gabriel;H;20/06/1983;Espagnole;;24/08/2016;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5563,90;I;;;;
M052281;Agence Sud;GILLES;Gaël;H;23/11/2000;Italienne;;07/03/2021;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;80 %;3866,45;F;;;;
M052282;Agence Est;GIMENEZ;Gaspard;H;26/04/1972;Marocaine;Carte de résident;18/10/1994;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;4138,84;F;;;;
M052283;Agence Ouest;GIRARD;Georges;H;01/09/1989;Algérienne;Carte de séjour pluriannuelle;01/05/2012;;CDI;Employé;Crédit;Opérateur(rice) de saisie;Temps plein;2746,38;A;;;;
M052284;Centre de services clients;GIRAUD;Gérald;H;04/02/1961;Tunisienne;Carte de séjour pluriannuelle;12/12/1986;;CDI;Employé;Conformité;Chargé(e) de clientèle à distance;Temps plein;3495,80;B;;;;
M052285;Siège;GIROUX;Gilles;H;07/07/1978;Roumaine;;23/07/2003;;CDI;Employé;Ressources humaines;Chargé(e) d’accueil;Temps plein;3076,91;C;;;;
M052286;Agence Nord;GLAIN;Aurélia;F;10/12/1995;Allemande;;06/02/2021;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle particuliers;Temps plein;2529,22;D;;;;
M052287;Agence Sud;GLEIZE;Aurore;F;13/05/1967;Belge;;17/09/1994;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;6291,51;H;;;;
M052288;Agence Est;GODARD;Bénédicte;F;16/10/1984;Sénégalaise;Carte de résident;28/04/2012;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3870,49;G;;;;
M052289;Agence Ouest;GODEFROY;Bérangère;F;19/03/2001;Ivoirienne;Carte de séjour pluriannuelle;11/11/2024;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;3267,39;E;;;;
M052290;Centre de services clients;GOFFIN;Camille;F;22/08/1973;Comorienne;Carte de séjour pluriannuelle;22/06/2003;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2834,05;B;;;;
M052291;Siège;GOMBERT;Carine;F;25/01/1990;Malienne;Carte de résident;05/01/2021;13/01/2022;CDD accroissement;Employé;Réseau;Assistant(e) commercial(e);Temps plein;2744,22;A;;;;
M052292;Agence Nord;GONNET;Caroline;F;28/06/1962;Turque;Carte de séjour pluriannuelle;16/08/1994;;CDI;Employé;Back-office;Opérateur(rice) de saisie;Temps plein;3492,20;B;;;;
M052293;Agence Sud;GORIN;Cassandre;F;03/11/1979;Polonaise;;27/03/2012;;CDI;Employé;Crédit;Chargé(e) de clientèle à distance;Temps plein;2585,22;C;;;;
M052294;Agence Est;GOSSE;Jacques;H;06/04/1996;Camerounaise;Carte de résident;10/10/2017;;CDI;Employé;Conformité;Chargé(e) d’accueil;Temps plein;2603,53;D;;;;
M052295;Agence Ouest;GOUDARD;Jean;H;09/09/1968;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/1990;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;6618,84;H;;;;
M052296;Centre de services clients;GOUJON;Jérémie;H;12/02/1985;Haïtienne;Carte de séjour pluriannuelle;04/12/2008;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;4036,22;G;;;;
M052297;Siège;GOURDIN;Jérôme;H;15/07/2002;Française;;15/07/2024;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;3257,74;E;;;;
M052298;Agence Nord;GOUSSET;Joachim;H;18/12/1974;Française;;26/02/1999;;CDI;Employé;Contrôle interne;Gestionnaire des moyens de paiement;90 %;3264,59;D;;;;
M052299;Agence Sud;GOYER;Joël;H;21/05/1991;Française;;09/09/2017;;CDI;Employé;Marketing;Chargé(e) de recouvrement amiable;Temps plein;2818,53;A;;;;
M052300;Agence Est;GRAND;Clarisse;F;24/10/1963;Française;;20/04/1990;;CDI;Employé;Finance;Assistant(e) commercial(e);Temps plein;3460,64;B;;;;
M052301;Agence Ouest;GRANDIN;Coline;F;27/03/1980;Française;;03/11/2008;;CDI;Employé;Réseau;Opérateur(rice) de saisie;Temps plein;3033,66;C;;;;
M052302;Centre de services clients;GRANGER;Coralie;F;02/08/1997;Française;;14/06/2024;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;4937,46;K;;;;
M052303;Siège;GRAS;Delphine;F;05/01/1969;Française;;25/01/1999;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;6246,34;H;;;;
M052304;Agence Nord;GRAVELINE;Diane;F;08/06/1986;Française;;08/08/2017;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;3419,31;G;;;;
M052305;Agence Sud;GREGOIRE;Dominique;F;11/11/2003;Française;;19/03/2024;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;2995,39;E;;;;
M052306;Agence Est;GRELET;Éliane;F;14/04/1975;Française;;02/10/2008;;CDI;Employé;Systèmes d’information;Gestionnaire back-office;Temps plein;2768,66;D;;;;
M052307;Agence Ouest;GRENIER;Élodie;F;17/09/1992;Française;;13/05/2013;;CDI;Employé;Juridique;Gestionnaire des moyens de paiement;Temps plein;2681,10;A;;;;
M052308;Centre de services clients;GRIFFON;Luc;H;20/02/1964;Française;;24/12/1986;;CDI;Employé;Contrôle interne;Chargé(e) de recouvrement amiable;Temps plein;3567,80;B;;;;
M052309;Siège;GRILLET;Lucas;H;23/07/1981;Française;;07/07/2004;;CDI;Employé;Marketing;Assistant(e) commercial(e);Temps plein;3121,74;C;;;;
M052310;Agence Nord;GRIMAUD;Ludovic;H;26/12/1998;Française;;18/02/2022;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5097,76;K;;;;
M052311;Agence Sud;GRIVET;Marc;H;01/05/1970;Française;;01/09/1995;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;4685,99;F;;;;
M052312;Agence Est;GROLLIER;Marcel;H;04/10/1987;Française;;12/04/2013;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;3806,31;F;;;;
M052313;Agence Ouest;GROSSET;Martin;H;07/03/2004;Française;;23/11/2024;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;3465,74;E;;;;
M052314;Centre de services clients;GRUEL;Flora;F;10/08/1976;Française;;06/06/2004;;CDI;Employé;Conformité;Conseiller(ère) clientèle professionnels;Temps plein;3217,10;D;;;;
M052315;Siège;GUEDON;Florence;F;13/01/1993;Française;;17/01/2022;;CDI;Employé;Ressources humaines;Gestionnaire back-office;70 %;2310,11;A;;;;
M052316;Agence Nord;GUENARD;Françoise;F;16/06/1965;Française;;28/08/1995;;CDI;Employé;Systèmes d’information;Gestionnaire des moyens de paiement;Temps plein;3058,09;B;;;;
M052317;Agence Sud;GUERIN;Gabrielle;F;19/11/1982;Française;;11/03/2013;;CDI;Employé;Juridique;Chargé(e) de recouvrement amiable;Temps plein;2631,10;C;;;;
M052318;Agence Est;GUEZ;Geneviève;F;22/04/1999;Française;;22/10/2024;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;4665,46;K;;;;
M052319;Agence Ouest;GUIBERT;Ghislaine;F;25/09/1971;Française;;05/05/2004;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;Temps plein;4050,18;F;;;;
M052320;Centre de services clients;GUICHARD;Gwenaëlle;F;28/02/1988;Française;;16/12/2009;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;3663,04;F;;;;
M052321;Siège;GUILBERT;Hélène;F;03/07/1960;Portugaise;;27/07/1986;;CDI;Employé;Réseau;Chargé(e) d’accueil;Temps plein;3508,08;C;;;;
M052322;Agence Nord;GUILLOU;Patrice;H;06/12/1977;Espagnole;;10/02/2000;;CDI;Employé;Back-office;Conseiller(ère) clientèle particuliers;Temps plein;3309,42;D;;;;
M052323;Agence Sud;GUINOT;Patrick;H;09/05/1994;Italienne;;21/09/2018;;CDI;Employé;Crédit;Conseiller(ère) clientèle professionnels;Temps plein;2863,36;A;;;;
M052324;Agence Est;GUYARD;Paul;H;12/10/1966;Marocaine;Carte de résident;04/04/1991;;CDI;Employé;Conformité;Gestionnaire back-office;Temps plein;3639,95;B;;;;
M052325;Agence Ouest;HABERT;Philippe;H;15/03/1983;Algérienne;Carte de séjour pluriannuelle;15/11/2009;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5947,73;J;;;;
M052326;Centre de services clients;HACHE;Pierre;H;18/08/2000;Tunisienne;Carte de séjour pluriannuelle;26/06/2024;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;4720,38;K;;;;
M052327;Siège;HAMARD;Quentin;H;21/01/1972;Roumaine;;09/01/2000;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;4227,54;F;;;;
M052328;Agence Nord;HAMEL;Raphaël;H;24/06/1989;Allemande;;20/08/2018;02/04/2019;CDD accroissement;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;3359,96;F;;;Oui;
M052329;Agence Sud;HANIN;Julie;F;27/11/1961;Belge;;03/03/1991;;CDI;Employé;Marketing;Chargé(e) de clientèle à distance;Temps plein;3241,53;C;;;;
M052330;Agence Est;HARDY;Justine;F;02/04/1978;Sénégalaise;Carte de résident;14/10/2009;;CDI;Employé;Finance;Chargé(e) d’accueil;Temps plein;2814,55;D;;;;
M052331;Agence Ouest;HAUDRY;Karine;F;05/09/1995;Ivoirienne;Carte de séjour pluriannuelle;25/05/2024;;CDI;Employé;Réseau;Conseiller(ère) clientèle particuliers;Temps plein;2465,89;A;;;;
M052332;Centre de services clients;HAUTIER;Laetitia;F;08/02/1967;Comorienne;Carte de séjour pluriannuelle;08/12/2000;;CDI;Employé;Back-office;Conseiller(ère) clientèle professionnels;50 %;3135,54;B;;;;
M052333;Siège;HAYE;Laure;F;11/07/1984;Malienne;Carte de résident;19/07/2005;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5792,53;J;;;;
M052334;Agence Nord;HEBERT;Léa;F;14/12/2001;Turque;Carte de séjour pluriannuelle;02/02/2023;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;4924,10;K;;;;
M052335;Agence Sud;HELIE;Lucie;F;17/05/1973;Polonaise;;13/09/1996;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;4544,86;F;;;;
M052336;Agence Est;HENAULT;Ludivine;F;20/10/1990;Camerounaise;Carte de résident;24/04/2014;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;3703,49;F;;;;
M052337;Agence Ouest;HENRY;Roland;H;23/03/1962;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/1987;;CDI;Employé;Juridique;Opérateur(rice) de saisie;Temps plein;3827,63;C;;;;
M052338;Centre de services clients;HERAUD;Samuel;H;26/08/1979;Haïtienne;Carte de séjour pluriannuelle;18/06/2005;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;2901,57;D;;;;
M052339;Siège;HERMET;Sébastien;H;01/01/1996;Française;;01/01/2023;;CDI;Employé;Marketing;Chargé(e) d’accueil;Temps plein;2455,51;A;;;;
M052340;Agence Nord;HERNANDEZ;Serge;H;04/06/1968;Française;;12/08/1996;;CDI;Employé;Finance;Conseiller(ère) clientèle particuliers;Temps plein;3232,10;B;;;;
M052341;Agence Sud;HEROUARD;Simon;H;07/11/1985;Française;;23/03/2014;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5412,28;J;;;;
M052342;Agence Est;HERVE;Stéphane;H;10/04/2002;Française;;06/10/2024;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;3497,58;G;;;;
M052343;Agence Ouest;HEUZE;Marlène;F;13/09/1974;Française;;17/05/2005;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;3826,08;E;;;;
M052344;Centre de services clients;HILAIRE;Marthe;F;16/02/1991;Française;;28/12/2023;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;2293,04;B;;;;
M052345;Siège;HOCQUET;Maryse;F;19/07/1963;Française;;11/07/1996;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);Temps plein;3318,98;C;;;;
M052346;Agence Nord;HOFFMANN;Mathilde;F;22/12/1980;Française;;22/02/2001;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;Temps plein;3231,43;D;;;;
M052347;Agence Sud;HOLLE;Maud;F;25/05/1997;Française;;05/09/2019;;CDI;Employé;Juridique;Chargé(e) de clientèle à distance;Temps plein;2804,44;A;;;;
M052348;Agence Est;HOUDIN;Mélanie;F;28/10/1969;Française;;16/04/1992;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;6615,78;I;;;;
M052349;Agence Ouest;HOUZE;Micheline;F;03/03/1986;Française;;27/11/2010;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5267,35;J;;;;
M052350;Centre de services clients;HUART;Mireille;F;06/08/2003;Française;;10/06/2024;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;3226,46;G;;;;
M052351;Siège;HUBERT;Victor;H;09/01/1975;Française;;21/01/2001;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;3981,75;E;;;;
M052352;Agence Nord;HUCHET;Vincent;H;12/06/1992;Française;;04/08/2019;;CDI;Employé;Back-office;Gestionnaire des moyens de paiement;Temps plein;2643,19;B;;;;
M052353;Agence Sud;HUET;Xavier;H;15/11/1964;Française;;15/03/1992;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3419,78;C;;;;
M052354;Agence Est;HUGON;Yann;H;18/04/1981;Française;;26/10/2010;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;2973,72;D;;;;
M052355;Agence Ouest;HUON;Yves;H;21/09/1998;Française;;09/05/2024;;CDI;Employé;Ressources humaines;Opérateur(rice) de saisie;Temps plein;2636,34;A;;;;
M052356;Centre de services clients;HURE;Zacharie;H;24/02/1970;Française;;20/12/2001;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6262,25;I;;;;
M052357;Siège;HUSSON;Océane;F;27/07/1987;Française;;03/07/2019;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5155,64;J;;;;
M052358;Agence Nord;HUYGHE;Odile;F;02/12/2004;Française;;14/02/2024;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;3570,46;G;;;;
M052359;Agence Sud;ISSARTEL;Olivia;F;05/05/1976;Française;;25/09/1997;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;4302,16;E;;;;
M052360;Agence Est;IZOARD;Pascale;F;08/10/1993;Française;;08/04/2015;;CDI;Employé;Finance;Gestionnaire back-office;Temps plein;2507,88;B;;;;
M052361;Agence Ouest;JACOB;Patricia;F;11/03/1965;Française;;19/11/1988;;CDI;Employé;Réseau;Gestionnaire des moyens de paiement;Temps plein;3255,86;C;;;;
M052362;Centre de services clients;JACQUEMIN;Paule;F;14/08/1982;Française;;02/06/2006;;CDI;Employé;Back-office;Chargé(e) de recouvrement amiable;Temps plein;2828,88;D;;;;
M052363;Siège;JACQUIER;Pauline;F;17/01/1999;Portugaise;;13/01/2024;;CDI;Employé;Crédit;Assistant(e) commercial(e);Temps plein;2401,89;A;;;;
M052364;Agence Nord;JADOT;Perrine;F;20/06/1971;Espagnole;;24/08/1997;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;6090,61;I;;;;
M052365;Agence Sud;JAFFRE;Anthony;H;23/11/1988;Italienne;;07/03/2015;19/07/2016;CDD accroissement;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;3862,19;F;;;;
M052366;Agence Est;JALLAIS;Antoine;H;26/04/1960;Marocaine;Carte de résident;18/10/1988;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;80 %;4600,06;F;;;;
M052367;Agence Ouest;JAMET;Armand;H;01/09/1977;Algérienne;Carte de séjour pluriannuelle;01/05/2006;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;2819,80;A;;;;
M052368;Centre de services clients;JANIN;Arnaud;H;04/02/1994;Tunisienne;Carte de séjour pluriannuelle;12/12/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle professionnels;Temps plein;2715,34;B;;;;
M052369;Siège;JANVIER;Arthur;H;07/07/1966;Roumaine;;23/07/1997;;CDI;Employé;Marketing;Gestionnaire back-office;Temps plein;3491,93;C;;;;
M052370;Agence Nord;JAOUEN;Aurélien;H;10/12/1983;Allemande;;06/02/2015;;CDI;Employé;Finance;Gestionnaire des moyens de paiement;Temps plein;3045,87;D;;;;
M052371;Agence Sud;JARDIN;Sabine;F;13/05/2000;Belge;;17/09/2024;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;4544,46;H;;;;
M052372;Agence Est;JARRY;Salomé;F;16/10/1972;Sénégalaise;Carte de résident;28/04/1993;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;6157,15;I;;;;
