Matricule;Établissement;Nom;Prénom;Sexe;Date de naissance;Nationalité;Titre de séjour;Date d'entrée;Date de sortie;Type de contrat;Statut;Service;Emploi;Temps de travail;Salaire mensuel brut;Coefficient;Absence longue en cours;Mandat;Bénéficiaire obligation emploi;Observations
M051168;Centre de services clients;HAMEL;Marc;H;16/02/1979;Française;;28/12/2005;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;2991,57;B;;;;
M051169;Siège;HANIN;Marcel;H;19/07/1996;Française;;11/07/2023;;CDI;Employé;Marketing;Chargé(e) d’accueil;Temps plein;2545,51;C;;;Oui;
M051170;Agence Nord;HARDY;Martin;H;22/12/1968;Française;;22/02/1996;;CDI;Employé;Finance;Conseiller(ère) clientèle particuliers;Temps plein;3322,10;D;;;;
M051171;Agence Sud;HAUDRY;Karine;F;25/05/1985;Française;;05/09/2014;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5290,81;H;;;;
M051172;Agence Est;HAUTIER;Laetitia;F;28/10/2002;Française;;16/04/2024;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;4827,46;I;;;;
M051173;Agence Ouest;HAYE;Laure;F;03/03/1974;Française;;27/11/2005;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;4176,34;F;;;;
M051174;Centre de services clients;HEBERT;Léa;F;06/08/1991;Française;;10/06/2023;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3355,90;F;;;;
M051175;Siège;HELIE;Lucie;F;09/01/1963;Française;;21/01/1996;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);Temps plein;3408,98;A;;;;
M051176;Agence Nord;HENAULT;Ludivine;F;12/06/1980;Française;;04/08/2001;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;80 %;3321,43;B;;;;
M051177;Agence Sud;HENRY;Madeleine;F;15/11/1997;Française;;15/03/2019;;CDI;Employé;Juridique;Chargé(e) de clientèle à distance;Temps plein;2414,44;C;;;;
M051178;Agence Est;HERAUD;Maëlys;F;18/04/1969;Française;;26/10/1992;;CDI;Employé;Contrôle interne;Chargé(e) d’accueil;Temps plein;3162,42;D;;;;
M051179;Agence Ouest;HERMET;Patrice;H;21/09/1986;Française;;09/05/2010;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5577,04;H;;;;
M051180;Centre de services clients;HERNANDEZ;Patrick;H;24/02/2003;Française;;20/12/2024;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;4882,38;I;;;;
M051181;Siège;HEROUARD;Paul;H;27/07/1975;Française;;03/07/2001;07/07/2002;CDD accroissement;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4352,25;F;;;;
M051182;Agence Nord;HERVE;Philippe;H;02/12/1992;Française;;14/02/2019;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3487,09;F;;;;
M051183;Agence Sud;HEUZE;Pierre;H;05/05/1964;Française;;25/09/1992;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3509,78;A;;;;
M051184;Agence Est;HILAIRE;Quentin;H;08/10/1981;Française;;08/04/2010;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;3063,72;B;;;;
M051185;Agence Ouest;HOCQUET;Raphaël;H;11/03/1998;Française;;19/11/2024;;CDI;Employé;Ressources humaines;Opérateur(rice) de saisie;Temps plein;2726,34;C;;;;
M051186;Centre de services clients;HOFFMANN;Mathilde;F;14/08/1970;Française;;02/06/2001;;CDI;Employé;Systèmes d’information;Chargé(e) de clientèle à distance;Temps plein;3271,43;D;;;;
M051187;Siège;HOLLE;Maud;F;17/01/1987;Portugaise;;13/01/2019;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5245,64;H;;;;
M051188;Agence Nord;HOUDIN;Mélanie;F;20/06/2004;Espagnole;;24/08/2024;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3180,46;G;;;;
M051189;Agence Sud;HOUZE;Micheline;F;23/11/1976;Italienne;;07/03/1997;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;3912,16;E;;;;
M051190;Agence Est;HUART;Mireille;F;26/04/1993;Marocaine;Carte de résident;18/10/2015;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2296,25;B;;;;
M051191;Agence Ouest;HUBERT;Monique;F;01/09/1965;Algérienne;Carte de séjour pluriannuelle;01/05/1988;;CDI;Employé;Réseau;Gestionnaire des moyens de paiement;Temps plein;3345,86;A;;;;
M051192;Centre de services clients;HUCHET;Muriel;F;04/02/1982;Tunisienne;Carte de séjour pluriannuelle;12/12/2006;;CDI;Employé;Back-office;Chargé(e) de recouvrement amiable;Temps plein;2918,88;B;;;;
M051193;Siège;HUET;Nadège;F;07/07/1999;Roumaine;;23/07/2024;;CDI;Employé;Crédit;Assistant(e) commercial(e);90 %;2491,89;C;;;;
M051194;Agence Nord;HUGON;Roland;H;10/12/1971;Allemande;;06/02/1997;;CDI;Employé;Conformité;Opérateur(rice) de saisie;Temps plein;3366,93;D;;;;
M051195;Agence Sud;HUON;Samuel;H;13/05/1988;Belge;;17/09/2015;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5521,59;H;;;;
M051196;Agence Est;HURE;Sébastien;H;16/10/1960;Sénégalaise;Carte de résident;28/04/1988;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;5002,02;G;;;;
M051197;Agence Ouest;HUSSON;Serge;H;19/03/1977;Ivoirienne;Carte de séjour pluriannuelle;11/11/2006;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;4105,40;E;;;;
M051198;Centre de services clients;HUYGHE;Simon;H;22/08/1994;Comorienne;Carte de séjour pluriannuelle;22/06/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle professionnels;Temps plein;2805,34;D;;;;
M051199;Siège;ISSARTEL;Stéphane;H;25/01/1966;Malienne;Carte de résident;05/01/1997;;CDI;Employé;Marketing;Gestionnaire back-office;Temps plein;3101,93;A;;;;
M051200;Agence Nord;IZOARD;Pascale;F;28/06/1983;Turque;Carte de séjour pluriannuelle;16/08/2015;;CDI;Employé;Finance;Gestionnaire des moyens de paiement;Temps plein;2547,88;B;;;;
M051201;Agence Sud;JACOB;Patricia;F;03/11/2000;Polonaise;;27/03/2024;;CDI;Employé;Réseau;Chargé(e) de recouvrement amiable;Temps plein;2355,89;C;;;;
M051202;Agence Est;JACQUEMIN;Paule;F;06/04/1972;Camerounaise;Carte de résident;10/10/1993;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;6247,15;K;;;;
M051203;Agence Ouest;JACQUIER;Pauline;F;09/09/1989;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2011;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5378,72;H;;;;
M051204;Centre de services clients;JADOT;Perrine;F;12/02/1961;Haïtienne;Carte de séjour pluriannuelle;04/12/1986;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;4750,22;G;;;;
M051205;Siège;JAFFRE;Priscille;F;15/07/1978;Française;;15/07/2002;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;3952,61;E;;;;
M051206;Agence Nord;JALLAIS;Rachel;F;18/12/1995;Française;;26/02/2020;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle particuliers;Temps plein;2675,33;D;;;;
M051207;Agence Sud;JAMET;Raphaëlle;F;21/05/1967;Française;;09/09/1993;;CDI;Employé;Juridique;Conseiller(ère) clientèle professionnels;Temps plein;3423,31;A;;;;
M051208;Agence Est;JANIN;Victor;H;24/10/1984;Française;;20/04/2011;;CDI;Employé;Contrôle interne;Gestionnaire back-office;Temps plein;3108,55;B;;;;
M051209;Agence Ouest;JANVIER;Vincent;H;27/03/2001;Française;;03/11/2024;;CDI;Employé;Marketing;Gestionnaire des moyens de paiement;Temps plein;2798,34;C;;;;
M051210;Centre de services clients;JAOUEN;Xavier;H;02/08/1973;Française;;14/06/2002;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5891,56;K;;;;
M051211;Siège;JARDIN;Yann;H;05/01/1990;Française;;25/01/2020;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3493,74;F;;;;
M051212;Agence Nord;JARRY;Yves;H;08/06/1962;Française;;08/08/1993;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;4243,71;F;;;;
M051213;Agence Sud;JAUD;Zacharie;H;11/11/1979;Française;;19/03/2011;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;3659,05;E;;;;
M051214;Agence Est;JEANNE;Sarah;F;14/04/1996;Française;;02/10/2024;;CDI;Employé;Conformité;Chargé(e) d’accueil;Temps plein;2434,89;D;;;;
M051215;Agence Ouest;JEHANNO;Séverine;F;17/09/1968;Française;;13/05/1989;;CDI;Employé;Ressources humaines;Conseiller(ère) clientèle particuliers;Temps plein;3391,75;A;;;;
M051216;Centre de services clients;JOB;Sibylle;F;20/02/1985;Française;;24/12/2007;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle professionnels;Temps plein;2964,77;B;;;;
M051217;Siège;JOFFRE;Solange;F;23/07/2002;Française;;07/07/2024;;CDI;Employé;Juridique;Gestionnaire back-office;Temps plein;2563,89;C;;;;
M051218;Agence Nord;JOLIVET;Sophie;F;26/12/1974;Française;;18/02/1998;24/10/1999;CDD accroissement;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;6201,97;K;;;;
M051219;Agence Sud;JOLY;Stéphanie;F;01/05/1991;Française;;01/09/2016;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;Temps plein;3840,15;F;;;;
M051220;Agence Est;JONAS;Suzanne;F;04/10/1963;Française;;12/04/1989;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;4553,24;F;;;;
M051221;Agence Ouest;JOSSET;Sylvie;F;07/03/1980;Française;;23/11/2007;;CDI;Employé;Réseau;Opérateur(rice) de saisie;Temps plein;2699,77;C;;;;
M051222;Centre de services clients;JOUAN;Anthony;H;10/08/1997;Française;;06/06/2024;;CDI;Employé;Back-office;Chargé(e) de clientèle à distance;Temps plein;2397,34;D;;;;
M051223;Siège;JOUBERT;Antoine;H;13/01/1969;Française;;17/01/1998;;CDI;Employé;Crédit;Chargé(e) d’accueil;Temps plein;3146,76;A;;;;
M051224;Agence Nord;JOURDE;Armand;H;16/06/1986;Française;;28/08/2016;;CDI;Employé;Conformité;Conseiller(ère) clientèle particuliers;Temps plein;2700,70;B;;;;
M051225;Agence Sud;JOUSSE;Arnaud;H;19/11/2003;Française;;11/03/2024;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;4897,38;J;;;;
M051226;Agence Est;JOYEUX;Arthur;H;22/04/1975;Française;;22/10/2007;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;5836,11;K;;;;
M051227;Agence Ouest;JUGE;Aurélien;H;25/09/1992;Française;;05/05/2024;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;50 %;3552,58;F;;;;
M051228;Centre de services clients;JULLIEN;Baptiste;H;28/02/1964;Française;;16/12/1986;;CDI;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;4695,80;F;;;;
M051229;Siège;JUNG;Virginie;F;03/07/1981;Portugaise;;27/07/2003;;CDI;Employé;Marketing;Assistant(e) commercial(e);Temps plein;3148,21;C;;;;
M051230;Agence Nord;JUSTIN;Zoé;F;06/12/1998;Espagnole;;10/02/2021;;CDI;Employé;Finance;Opérateur(rice) de saisie;Temps plein;2721,22;D;;;Oui;
M051231;Agence Sud;ABADIE;Adélaïde;F;09/05/1970;Italienne;;21/09/1994;;CDI;Employé;Réseau;Chargé(e) de clientèle à distance;Temps plein;3469,20;A;;;;
M051232;Agence Est;ABEL;Agnès;F;12/10/1987;Marocaine;Carte de résident;04/04/2012;;CDI;Employé;Back-office;Chargé(e) d’accueil;Temps plein;2562,22;B;;;;
M051233;Agence Ouest;ACHARD;Aline;F;15/03/2004;Algérienne;Carte de séjour pluriannuelle;15/11/2024;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;4570,46;J;;;;
M051234;Centre de services clients;ADAM;Alizée;F;18/08/1976;Tunisienne;Carte de séjour pluriannuelle;26/06/2003;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5676,80;K;;;;
M051235;Siège;AGNEL;Amandine;F;21/01/1993;Roumaine;;09/01/2021;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;3388,97;F;;;;
M051236;Agence Nord;AILLAUD;Andréa;F;24/06/1965;Allemande;;20/08/1994;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;4113,69;F;;;;
M051237;Agence Sud;ALAIN;Christian;H;27/11/1982;Belge;;03/03/2012;;CDI;Employé;Juridique;Chargé(e) de recouvrement amiable;Temps plein;2888,38;C;;;;
M051238;Agence Est;ALARY;Christophe;H;02/04/1999;Sénégalaise;Carte de résident;14/10/2024;;CDI;Employé;Contrôle interne;Assistant(e) commercial(e);Temps plein;2605,34;D;;;;
M051239;Agence Ouest;ALBERT;Claude;H;05/09/1971;Ivoirienne;Carte de séjour pluriannuelle;25/05/2003;;CDI;Employé;Marketing;Opérateur(rice) de saisie;Temps plein;3218,91;A;;;;
M051240;Centre de services clients;ALIX;Clément;H;08/02/1988;Comorienne;Carte de séjour pluriannuelle;08/12/2021;;CDI;Employé;Finance;Chargé(e) de clientèle à distance;Temps plein;2772,85;B;;;;
M051241;Siège;ALLAIN;Corentin;H;11/07/1960;Malienne;Carte de résident;19/07/1986;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;7107,60;J;;;;
M051242;Agence Nord;ALLEMAND;Cyril;H;14/12/1977;Turque;Carte de séjour pluriannuelle;02/02/1999;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;4649,83;G;;;;
M051243;Agence Sud;AMAR;Aurore;F;17/05/1994;Polonaise;;13/09/2017;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;3643,96;E;;;;
M051244;Agence Est;AMIEL;Bénédicte;F;20/10/1966;Camerounaise;Carte de résident;24/04/1990;;CDI;Ouvrier;Conformité;Agent de sécurité;60 %;2797,01;B;;;;
M051245;Agence Ouest;ANCEL;Bérangère;F;23/03/1983;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2008;;CDI;Employé;Ressources humaines;Gestionnaire des moyens de paiement;Temps plein;2745,66;C;;;;
M051246;Centre de services clients;ANDRE;Camille;F;26/08/2000;Haïtienne;Carte de séjour pluriannuelle;18/06/2024;;CDI;Employé;Systèmes d’information;Chargé(e) de recouvrement amiable;Temps plein;2370,89;D;;;;
M051247;Siège;ANGE;Carine;F;01/01/1972;Française;;01/01/1999;;CDI;Employé;Juridique;Assistant(e) commercial(e);Temps plein;3066,65;A;;;;
M051248;Agence Nord;ANSELME;Caroline;F;04/06/1989;Française;;12/08/2017;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5089,91;I;;;;
M051249;Agence Sud;ANTOINE;Cassandre;F;07/11/1961;Française;;23/03/1990;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6500,05;J;;;;
M051250;Agence Est;ARAGON;Catherine;F;10/04/1978;Française;;06/10/2008;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;4019,83;G;;;;
M051251;Agence Ouest;ARBAULT;Émile;H;13/09/1995;Française;;17/05/2024;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;3399,74;E;;;;
M051252;Centre de services clients;ARCHER;Emmanuel;H;16/02/1967;Française;;28/12/1999;;CDI;Employé;Back-office;Conseiller(ère) clientèle professionnels;Temps plein;3406,59;B;;;;
M051253;Siège;ARDOUIN;Éric;H;19/07/1984;Française;;11/07/2017;;CDI;Employé;Crédit;Gestionnaire back-office;Temps plein;2960,53;C;;;;
M051254;Agence Nord;ARGAUD;Ernest;H;22/12/2001;Française;;22/02/2022;;CDI;Employé;Conformité;Gestionnaire des moyens de paiement;Temps plein;2867,68;D;;;;
M051255;Agence Sud;ARMAND;Étienne;H;25/05/1973;Française;;05/09/1995;13/01/1996;CDD accroissement;Employé;Ressources humaines;Chargé(e) de recouvrement amiable;Temps plein;3164,27;A;;;;
M051256;Agence Est;ARNAL;Eugène;H;28/10/1990;Française;;16/04/2013;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;5369,97;I;;;;
M051257;Agence Ouest;ARNOUX;Coline;F;03/03/1962;Française;;27/11/1986;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;6566,59;J;;;;
M051258;Centre de services clients;ARRIVE;Coralie;F;06/08/1979;Française;;10/06/2004;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;4027,18;G;;;;
M051259;Siège;ARTAUD;Delphine;F;09/01/1996;Française;;21/01/2022;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;3204,41;E;;;;
M051260;Agence Nord;ASSIER;Diane;F;12/06/1968;Française;;04/08/1995;;CDI;Employé;Finance;Conseiller(ère) clientèle particuliers;Temps plein;3250,09;B;;;;
M051261;Agence Sud;AUBERT;Dominique;F;15/11/1985;Française;;15/03/2013;;CDI;Employé;Réseau;Conseiller(ère) clientèle professionnels;80 %;2823,10;C;;;;
M051262;Agence Est;AUBRY;Éliane;F;18/04/2002;Française;;26/10/2024;;CDI;Employé;Back-office;Gestionnaire back-office;Temps plein;2578,89;D;;;;
M051263;Agence Ouest;AUCLAIR;Élodie;F;21/09/1974;Française;;09/05/2004;;CDI;Employé;Crédit;Gestionnaire des moyens de paiement;Temps plein;3144,10;A;;;;
M051264;Centre de services clients;AUDOUIN;Émeline;F;24/02/1991;Française;;20/12/2022;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5044,73;I;;;;
M051265;Siège;AUGE;Gaël;H;27/07/1963;Française;;03/07/1995;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;4827,99;F;;;;
M051266;Agence Nord;AUGER;Gaspard;H;02/12/1980;Française;;14/02/2013;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;3468,31;F;;;;
M051267;Agence Sud;AULAGNIER;Georges;H;05/05/1997;Française;;25/09/2018;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;2270,72;A;;;;
M051268;Agence Est;AUMONT;Gérald;H;08/10/1969;Française;;08/04/1991;;CDI;Employé;Contrôle interne;Chargé(e) d’accueil;Temps plein;3351,95;B;;;;
M051269;Agence Ouest;AURIOL;Gilles;H;11/03/1986;Française;;19/11/2009;;CDI;Employé;Marketing;Conseiller(ère) clientèle particuliers;Temps plein;2905,89;C;;;;
M051270;Centre de services clients;AUTHIER;Grégoire;H;14/08/2003;Française;;02/06/2024;;CDI;Employé;Finance;Conseiller(ère) clientèle professionnels;Temps plein;2541,34;D;;;;
M051271;Siège;AVELINE;Florence;F;17/01/1975;Portugaise;;13/01/2000;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5979,70;H;;;;
M051272;Agence Nord;AVRIL;Françoise;F;20/06/1992;Espagnole;;24/08/2018;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5111,27;I;;;;
M051273;Agence Sud;AYME;Gabrielle;F;23/11/1964;Italienne;;07/03/1991;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;4658,04;F;;;;
M051274;Agence Est;AZAM;Geneviève;F;26/04/1981;Marocaine;Carte de résident;18/10/2009;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3805,04;F;;;;
M051275;Agence Ouest;BABIN;Ghislaine;F;01/09/1998;Algérienne;Carte de séjour pluriannuelle;01/05/2024;;CDI;Employé;Ressources humaines;Opérateur(rice) de saisie;Temps plein;2657,89;A;;;;
M051276;Centre de services clients;BACH;Gwenaëlle;F;04/02/1970;Tunisienne;Carte de séjour pluriannuelle;12/12/2000;;CDI;Employé;Systèmes d’information;Chargé(e) de clientèle à distance;Temps plein;3327,54;B;;;;
M051277;Siège;BACHELIER;Hélène;F;07/07/1987;Roumaine;;23/07/2018;;CDI;Employé;Juridique;Chargé(e) d’accueil;Temps plein;2420,55;C;;;;
M051278;Agence Nord;BADIN;Ingrid;F;10/12/2004;Allemande;;06/02/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle particuliers;90 %;2306,89;D;;;;
M051279;Agence Sud;BAILLARD;Jean;H;13/05/1976;Belge;;17/09/2009;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5609,73;H;;;;
M051280;Agence Est;BAILLY;Jérémie;H;16/10/1993;Sénégalaise;Carte de résident;28/04/2014;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5389,28;I;;;;
M051281;Agence Ouest;BALAND;Jérôme;H;19/03/1965;Ivoirienne;Carte de séjour pluriannuelle;11/11/1987;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4854,31;F;;;;
M051282;Centre de services clients;BALLU;Joachim;H;22/08/1982;Comorienne;Carte de séjour pluriannuelle;22/06/2005;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3955,27;F;;;;
M051283;Siège;BANCEL;Joël;H;25/01/1999;Malienne;Carte de résident;05/01/2023;;CDI;Employé;Crédit;Assistant(e) commercial(e);Temps plein;2647,51;A;;;;
M051284;Agence Nord;BANDET;Jonathan;H;28/06/1971;Turque;Carte de séjour pluriannuelle;16/08/1996;;CDI;Employé;Conformité;Opérateur(rice) de saisie;Temps plein;3424,10;B;;;;
M051285;Agence Sud;BARADAT;Joseph;H;03/11/1988;Polonaise;;27/03/2014;;CDI;Employé;Ressources humaines;Chargé(e) de clientèle à distance;Temps plein;2978,04;C;;;;
M051286;Agence Est;BARANGER;Justine;F;06/04/1960;Camerounaise;Carte de résident;10/10/1987;;CDI;Employé;Systèmes d’information;Chargé(e) d’accueil;Temps plein;3616,97;D;;;;
M051287;Agence Ouest;BARAT;Karine;F;09/09/1977;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2005;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5934,53;H;;;;
M051288;Centre de services clients;BARBAROUX;Laetitia;F;12/02/1994;Haïtienne;Carte de séjour pluriannuelle;04/12/2023;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3196,30;G;;;;
M051289;Siège;BARBE;Laure;F;15/07/1966;Française;;15/07/1996;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;3925,67;E;;;;
M051290;Agence Nord;BARDET;Léa;F;18/12/1983;Française;;26/02/2014;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2299,40;B;;;;
M051291;Agence Sud;BARILLET;Lucie;F;21/05/2000;Française;;09/09/2024;;CDI;Employé;Réseau;Chargé(e) de recouvrement amiable;Temps plein;2385,89;A;;;Oui;
M051292;Agence Est;BARJOU;Ludivine;F;24/10/1972;Française;;20/04/2005;02/04/2006;CDD accroissement;Employé;Back-office;Assistant(e) commercial(e);Temps plein;2924,99;B;;;;
M051293;Agence Ouest;BARON;Madeleine;F;27/03/1989;Française;;03/11/2010;;CDI;Employé;Crédit;Opérateur(rice) de saisie;Temps plein;2837,44;C;;;;
M051294;Centre de services clients;BARRAL;Ludovic;H;02/08/1961;Française;;14/06/1986;;CDI;Employé;Conformité;Chargé(e) de clientèle à distance;Temps plein;3645,80;D;;;;
M051295;Siège;BARRAUD;Marc;H;05/01/1978;Française;;25/01/2001;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;6239,25;H;;;;
M051296;Agence Nord;BARRE;Marcel;H;08/06/1995;Française;;08/08/2019;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;3826,03;G;;;;
M051297;Agence Sud;BARTHE;Martin;H;11/11/1967;Française;;19/03/1992;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;4573,58;E;;;;
M051298;Agence Est;BASSET;Mathieu;H;14/04/1984;Française;;02/10/2010;;CDI;Employé;Contrôle interne;Gestionnaire back-office;Temps plein;3165,72;D;;;;
M051299;Agence Ouest;BASTIEN;Matthias;H;17/09/2001;Française;;13/05/2024;;CDI;Employé;Marketing;Gestionnaire des moyens de paiement;Temps plein;2348,34;A;;;;
M051300;Centre de services clients;BATAILLE;Marthe;F;20/02/1973;Française;;24/12/2001;;CDI;Employé;Finance;Chargé(e) de recouvrement amiable;Temps plein;2893,43;B;;;;
M051301;Siège;BATTAIS;Maryse;F;23/07/1990;Française;;07/07/2019;;CDI;Employé;Réseau;Assistant(e) commercial(e);Temps plein;2466,44;C;;;;
M051302;Agence Nord;BAUD;Mathilde;F;26/12/1962;Française;;18/02/1992;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;6277,78;K;;;;
M051303;Agence Sud;BAUDET;Maud;F;01/05/1979;Française;;01/09/2010;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5409,35;H;;;;
M051304;Agence Est;BAUER;Mélanie;F;04/10/1996;Française;;12/04/2024;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;3368,46;G;;;;
M051305;Agence Ouest;BAUME;Micheline;F;07/03/1968;Française;;23/11/2001;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;3966,12;E;;;;
M051306;Centre de services clients;BAYARD;Mireille;F;10/08/1985;Française;;06/06/2006;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle professionnels;Temps plein;3020,88;D;;;;
M051307;Siège;BAZILLE;Monique;F;13/01/2002;Française;;17/01/2024;;CDI;Employé;Juridique;Gestionnaire back-office;Temps plein;2593,89;A;;;;
M051308;Agence Nord;BEAU;Paul;H;16/06/1974;Française;;28/08/1997;;CDI;Employé;Contrôle interne;Gestionnaire des moyens de paiement;Temps plein;3468,93;B;;;;
M051309;Agence Sud;BEAUCHAMP;Philippe;H;19/11/1991;Française;;11/03/2015;;CDI;Employé;Marketing;Chargé(e) de recouvrement amiable;Temps plein;3022,87;C;;;;
M051310;Agence Est;BEAUFILS;Pierre;H;22/04/1963;Française;;22/10/1988;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;7089,22;K;;;;
M051311;Agence Ouest;BEAUGRAND;Quentin;H;25/09/1980;Française;;05/05/2006;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3995,80;F;;;;
M051312;Centre de services clients;BECHU;Raphaël;H;28/02/1997;Française;;16/12/2024;;CDI;Technicien;Back-office;Chargé(e) d’études;50 %;3142,74;F;;;;
M051313;Siège;BEGUIN;Raymond;H;03/07/1969;Portugaise;;27/07/1997;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;4127,23;E;;;;
M051314;Agence Nord;BEL;Odile;F;06/12/1986;Espagnole;;10/02/2015;;CDI;Employé;Conformité;Conseiller(ère) clientèle particuliers;Temps plein;2649,88;D;;;;
M051315;Agence Sud;BELAIR;Olivia;F;09/05/2003;Italienne;;21/09/2024;;CDI;Employé;Ressources humaines;Conseiller(ère) clientèle professionnels;Temps plein;2457,89;A;;;;
M051316;Agence Est;BELIN;Pascale;F;12/10/1975;Marocaine;Carte de résident;04/04/2006;;CDI;Employé;Systèmes d’information;Gestionnaire back-office;Temps plein;2970,88;B;;;;
